gmDate,gmTime,homeAbbr,awayAbbr,home1x2FirstOptionRate,away1x2FirstOptionRate,home1x2LastOptionRate,away1x2LastOptionRate,home1x2FirstWinRate,away1x2FirstWinRate,home1x2LastWinRate,away1x2LastWinRate,home1x2FirstRTP,away1x2LastRTP,home1x2KellyIndex,away1x2KellyIndex,OverFirstOptionRate,UnderFirstOptionRate,OverUnderFirstSpecialBetValue,OverLastOptionRate,UnderLastOptionRate,OverUnderLastSpecialBetValue,SourceUrl
2019/10/31,08:00,Washington Wizards,Houston Rockets,3.80,1.27,,,25.05,74.95,,,95.19,,0.95,0.95,0.90,0.90,230.5,0.86,0.86,307.5,http://nba.win007.com/1x2/oddslist/362304.htm
2019/10/31,10:00,Sacramento Kings,Charlotte Hornets,1.34,3.35,1.30,3.65,71.43,28.57,73.74,26.26,95.72,95.86,0.95,0.99,0.90,0.90,223,0.86,0.86,231.5,http://nba.win007.com/1x2/oddslist/362306.htm
2019/10/31,10:15,Utah Jazz,Los Angeles Clippers,1.83,2.00,1.33,3.40,52.22,47.78,71.88,28.12,95.56,95.60,0.92,1.05,0.90,0.90,215,0.80,0.95,210.5,http://nba.win007.com/1x2/oddslist/362305.htm
2019/10/31,10:30,Golden State Warriors,Phoenix Suns,1.50,2.70,1.44,2.85,64.29,35.71,66.43,33.57,96.43,95.66,0.94,1.00,0.90,0.90,229,0.80,0.95,230.5,http://nba.win007.com/1x2/oddslist/362307.htm
2019/11/01,07:00,Atlanta Hawks,Miami Heat,3.10,1.40,3.25,1.36,31.11,68.89,29.50,70.50,96.44,95.88,0.98,0.95,0.90,0.90,216.5,0.95,0.80,204.5,http://nba.win007.com/1x2/oddslist/362308.htm
2019/11/01,09:30,New Orleans Pelicans,Denver Nuggets,2.20,1.71,2.45,1.60,43.73,56.27,39.51,60.49,96.21,96.80,0.96,0.98,0.90,0.90,226.5,0.95,0.80,234.5,http://nba.win007.com/1x2/oddslist/362309.htm
2019/11/01,10:30,Los Angeles Clippers,San Antonio Spurs,1.45,2.80,1.50,2.70,65.88,34.12,64.29,35.71,95.53,96.43,0.95,1.00,0.86,0.95,225.5,0.83,0.90,204.5,http://nba.win007.com/1x2/oddslist/362310.htm
2019/11/02,07:00,Orlando Magic,Milwaukee Bucks,2.75,1.47,2.67,1.52,34.83,65.17,36.28,63.72,95.78,96.87,1.01,0.94,0.90,0.90,216,0.76,1.00,212.5,http://nba.win007.com/1x2/oddslist/362311.htm
2019/11/02,07:00,Brooklyn Nets,Houston Rockets,2.40,1.62,2.67,1.52,40.30,59.70,36.28,63.72,96.72,96.87,0.99,0.96,0.90,0.90,241,0.83,0.90,236.5,http://nba.win007.com/1x2/oddslist/362312.htm
2019/11/02,07:00,Indiana Pacers,Cleveland Cavaliers,1.31,3.60,1.33,3.40,73.32,26.68,71.88,28.12,96.05,95.60,0.94,0.99,0.90,0.90,210.5,0.86,0.86,189.5,http://nba.win007.com/1x2/oddslist/362313.htm
2019/11/02,07:30,Boston Celtics,New York Knicks,1.16,5.50,1.20,4.75,82.58,17.42,79.83,20.17,95.79,95.80,0.97,0.90,0.90,0.90,213,0.83,0.90,196.5,http://nba.win007.com/1x2/oddslist/362314.htm
2019/11/02,08:00,Chicago Bulls,Detroit Pistons,1.60,2.45,1.55,2.60,60.49,39.51,62.65,37.35,96.78,97.11,0.96,0.99,0.90,0.90,218,0.86,0.86,218.5,http://nba.win007.com/1x2/oddslist/362315.htm
2019/11/02,09:30,Dallas Mavericks,Los Angeles Lakers,2.10,1.76,1.90,1.90,45.60,54.40,50.00,50.00,95.76,95.00,0.95,0.95,0.90,0.90,214.5,0.80,0.95,211.5,http://nba.win007.com/1x2/oddslist/362316.htm
2019/11/02,10:00,Sacramento Kings,Utah Jazz,2.85,1.44,2.67,1.52,33.57,66.43,36.28,63.72,95.67,96.87,0.99,0.96,0.90,0.90,214,0.86,0.86,207.5,http://nba.win007.com/1x2/oddslist/362317.htm
2019/11/02,10:30,Golden State Warriors,San Antonio Spurs,3.15,1.38,3.35,1.34,30.46,69.54,28.57,71.43,95.95,95.71,0.97,0.95,0.90,0.90,225,0.86,0.86,236.5,http://nba.win007.com/1x2/oddslist/362318.htm
2019/11/03,05:00,Oklahoma City Thunder,New Orleans Pelicans,1.66,2.30,1.74,2.15,58.08,41.92,55.27,44.73,96.41,96.17,0.96,0.97,0.90,0.90,227.5,0.83,0.90,225.5,http://nba.win007.com/1x2/oddslist/362319.htm
2019/11/03,07:00,Orlando Magic,Denver Nuggets,2.55,1.57,2.50,1.58,38.11,61.89,38.73,61.27,97.18,96.82,0.98,0.96,0.90,0.90,204.5,0.95,0.80,179.5,http://nba.win007.com/1x2/oddslist/362320.htm
2019/11/03,07:00,Detroit Pistons,Brooklyn Nets,2.00,1.83,2.55,1.57,47.78,52.22,38.11,61.89,95.56,97.18,0.99,0.96,0.90,0.90,224,1.00,0.76,219.5,http://nba.win007.com/1x2/oddslist/362321.htm
2019/11/03,08:00,Milwaukee Bucks,Toronto Raptors,1.54,2.65,1.38,3.15,63.25,36.75,69.54,30.46,97.40,95.97,0.95,0.98,0.90,0.90,224.5,0.83,0.90,224.5,http://nba.win007.com/1x2/oddslist/362322.htm
2019/11/03,08:00,Washington Wizards,Minnesota Timberwolves,1.83,2.00,1.68,2.25,52.22,47.78,57.25,42.75,95.56,96.18,0.96,0.97,0.90,0.90,224.5,0.80,0.95,235.5,http://nba.win007.com/1x2/oddslist/362323.htm
2019/11/03,08:00,Memphis Grizzlies,Phoenix Suns,2.05,1.80,2.30,1.66,46.75,53.25,41.92,58.08,95.84,96.42,0.99,0.95,0.90,0.90,223.5,0.80,0.95,215.5,http://nba.win007.com/1x2/oddslist/362324.htm
2019/11/03,08:30,Golden State Warriors,Charlotte Hornets,1.90,1.90,3.10,1.40,50.00,50.00,31.11,68.89,95.00,96.44,0.99,0.95,0.90,0.90,223,0.83,0.90,180.5,http://nba.win007.com/1x2/oddslist/362325.htm
2019/11/03,10:00,Portland Trail Blazers,Philadelphia 76ers,1.74,2.15,1.90,1.90,55.27,44.73,50.00,50.00,96.17,95.00,0.93,0.97,0.90,0.90,219,0.86,0.86,259.5,http://nba.win007.com/1x2/oddslist/362326.htm
2019/11/04,06:00,Indiana Pacers,Chicago Bulls,1.64,2.35,1.76,2.10,58.90,41.10,54.40,45.60,96.60,95.74,0.95,0.97,0.90,0.90,214.5,0.95,0.80,207.5,http://nba.win007.com/1x2/oddslist/362327.htm
2019/11/04,07:00,Miami Heat,Houston Rockets,2.60,1.55,2.30,1.66,37.35,62.65,41.92,58.08,97.11,96.42,0.97,0.96,0.90,0.90,220,0.83,0.90,223.5,http://nba.win007.com/1x2/oddslist/362328.htm
2019/11/04,07:00,New York Knicks,Sacramento Kings,1.90,1.90,2.05,1.80,50.00,50.00,46.75,53.25,95.00,95.84,0.98,0.94,0.90,0.90,216,0.90,0.83,208.5,http://nba.win007.com/1x2/oddslist/362329.htm
2019/11/04,08:00,San Antonio Spurs,Los Angeles Lakers,1.90,1.90,2.05,1.80,50.00,50.00,46.75,53.25,95.00,95.84,0.96,0.95,0.90,0.90,218.5,0.76,1.00,201.5,http://nba.win007.com/1x2/oddslist/362330.htm
2019/11/04,08:30,Cleveland Cavaliers,Dallas Mavericks,2.65,1.54,2.85,1.44,36.75,63.25,33.57,66.43,97.39,95.67,0.97,0.95,0.90,0.90,215,1.00,0.76,238.5,http://nba.win007.com/1x2/oddslist/362331.htm
2019/11/04,10:00,Los Angeles Clippers,Utah Jazz,1.50,2.70,,,64.29,35.71,,,96.43,,0.95,1.00,0.90,0.90,212,1.00,0.76,196.5,http://nba.win007.com/1x2/oddslist/362332.htm
2019/11/05,08:00,Washington Wizards,Detroit Pistons,1.80,2.05,1.58,2.50,53.25,46.75,61.27,38.73,95.85,96.81,0.95,1.00,0.90,0.90,224.5,1.05,0.74,220.5,http://nba.win007.com/1x2/oddslist/362333.htm
2019/11/05,08:30,Brooklyn Nets,New Orleans Pelicans,1.60,2.45,,,60.49,39.51,,,96.78,,0.96,0.98,0.90,0.90,231.5,0.90,0.83,265.5,http://nba.win007.com/1x2/oddslist/362334.htm
2019/11/05,09:00,Memphis Grizzlies,Houston Rockets,3.25,1.36,3.05,1.40,29.50,70.50,31.46,68.54,95.88,95.95,0.98,0.95,0.90,0.90,234,0.83,0.90,208.5,http://nba.win007.com/1x2/oddslist/362336.htm
2019/11/05,09:45,Minnesota Timberwolves,Milwaukee Bucks,3.25,1.36,3.65,1.30,29.50,70.50,26.26,73.74,95.88,95.85,0.99,0.95,0.90,0.90,230.5,0.86,0.86,243.5,http://nba.win007.com/1x2/oddslist/362335.htm
2019/11/05,10:00,Phoenix Suns,Philadelphia 76ers,2.00,1.83,1.86,1.95,47.78,52.22,51.18,48.82,95.56,95.19,0.93,0.98,0.90,0.90,223,0.86,0.86,219.5,http://nba.win007.com/1x2/oddslist/362337.htm
2019/11/05,11:30,Golden State Warriors,Portland Trail Blazers,4.50,1.22,7.00,1.11,21.33,78.67,13.69,86.31,95.99,95.83,1.05,0.94,0.90,0.90,220.5,0.90,0.83,227.5,http://nba.win007.com/1x2/oddslist/362338.htm
2019/11/06,08:00,Cleveland Cavaliers,Boston Celtics,2.90,1.43,3.10,1.40,33.03,66.97,31.11,68.89,95.79,96.44,0.99,0.95,0.90,0.90,213.5,1.00,0.76,237.5,http://nba.win007.com/1x2/oddslist/362339.htm
2019/11/06,08:00,Charlotte Hornets,Indiana Pacers,2.25,1.68,2.20,1.71,42.75,57.25,43.73,56.27,96.19,96.21,0.97,0.96,0.90,0.90,216.5,0.86,0.86,227.5,http://nba.win007.com/1x2/oddslist/362340.htm
2019/11/06,08:30,Atlanta Hawks,San Antonio Spurs,2.45,1.60,2.90,1.43,39.51,60.49,33.03,66.97,96.80,95.79,0.96,0.96,0.90,0.90,216.5,0.83,0.90,207.5,http://nba.win007.com/1x2/oddslist/362341.htm
2019/11/06,09:00,Chicago Bulls,Los Angeles Lakers,3.30,1.35,3.45,1.32,29.03,70.97,27.67,72.33,95.80,95.46,0.97,0.95,0.90,0.90,214,0.83,0.90,223.5,http://nba.win007.com/1x2/oddslist/362342.htm
2019/11/06,09:00,Oklahoma City Thunder,Orlando Magic,1.62,2.40,1.68,2.25,59.70,40.30,57.25,42.75,96.71,96.18,0.96,0.97,0.90,0.90,204.5,0.90,0.83,193.5,http://nba.win007.com/1x2/oddslist/362343.htm
2019/11/06,10:00,Denver Nuggets,Miami Heat,1.50,2.70,1.47,2.75,64.29,35.71,65.17,34.83,96.43,95.80,0.96,0.96,0.90,0.90,209,1.00,0.76,201.5,http://nba.win007.com/1x2/oddslist/362344.htm
2019/11/07,08:00,Indiana Pacers,Washington Wizards,1.42,2.95,1.68,2.25,67.51,32.49,57.25,42.75,95.86,96.18,0.97,0.95,0.90,0.90,220.5,0.95,0.80,235.5,http://nba.win007.com/1x2/oddslist/362345.htm
2019/11/07,08:00,Detroit Pistons,New York Knicks,1.83,2.00,1.62,2.40,52.22,47.78,59.70,40.30,95.56,96.71,0.97,0.96,0.90,0.90,212.5,0.80,0.95,226.5,http://nba.win007.com/1x2/oddslist/362346.htm
2019/11/07,08:30,Toronto Raptors,Sacramento Kings,1.27,3.90,1.27,3.80,75.44,24.56,74.95,25.05,95.81,95.19,0.97,0.91,0.90,0.90,217.5,0.86,0.86,237.5,http://nba.win007.com/1x2/oddslist/362347.htm
2019/11/07,08:30,Atlanta Hawks,Chicago Bulls,1.68,2.25,1.90,1.90,42.75,57.25,50.00,50.00,96.19,95.00,0.95,0.95,0.90,0.90,218.5,0.86,0.86,212.5,http://nba.win007.com/1x2/oddslist/362348.htm
2019/11/07,08:30,Houston Rockets,Golden State Warriors,1.02,16.00,1.05,12.25,94.01,5.99,92.11,7.89,95.89,96.72,0.97,0.98,0.90,0.90,232.5,0.90,0.83,241.5,http://nba.win007.com/1x2/oddslist/362349.htm
2019/11/07,09:00,Memphis Grizzlies,Minnesota Timberwolves,2.75,1.47,2.40,1.62,34.83,65.17,40.30,59.70,95.78,96.72,0.96,0.97,0.90,0.90,225.5,0.80,0.95,258.5,http://nba.win007.com/1x2/oddslist/362350.htm
